evidence_origin,permutation_index,null_ratio
hardware_session0,164,2.1999058967450345
hardware_session0,165,1.5877578101933543
hardware_session0,166,0.5299936308856108
hardware_session0,167,0.951651200707212
hardware_session0,168,0.6693248291171405
hardware_session0,169,0.3558562620575095
hardware_session0,170,0.9110813728527575
hardware_session0,171,0.6785709675753812
hardware_session0,172,0.7665273847959568
hardware_session0,173,0.42667057206513587
hardware_session0,174,0.7191156171853016
hardware_session0,175,1.8098203863169835
hardware_session0,176,0.704967945328962
hardware_session0,177,1.116850134695602
hardware_session0,178,0.5834463318308695
hardware_session0,179,2.0093511104645554
hardware_session0,180,0.7856256499795798
hardware_session0,181,1.3481312030160648
hardware_session0,182,0.8829851503904217
hardware_session0,183,0.542544449389743
hardware_session0,184,2.3658163938106833
hardware_session0,185,0.6757352243926984
hardware_session0,186,0.5499377441075696
hardware_session0,187,0.941954527329419
hardware_session0,188,1.7235691439842866
hardware_session0,189,0.693411621442966
hardware_session0,190,1.5027586523655134
hardware_session0,191,0.5075283919342038
hardware_session0,192,0.8744691354902299
hardware_session0,193,1.9916575184262408
hardware_session0,194,0.6244950793176552
hardware_session0,195,0.5902006107682115
hardware_session0,196,2.174207493921086
hardware_session0,197,0.4655527965087178
hardware_session0,198,2.5028498039334077
hardware_session0,199,1.0795158174174155
hardware_session0,200,1.6079990255845715
hardware_session0,201,0.8474704891350645
hardware_session0,202,0.8786392798366066
hardware_session0,203,0.6756329260958829
hardware_session0,204,1.0778764699124588
hardware_session0,205,0.8162728211209066
hardware_session0,206,0.8971160405119811
hardware_session0,207,1.1139686369647486
hardware_session0,208,0.5781323358267579
hardware_session0,209,0.7121576956855757
hardware_session0,210,1.8334978641761157
hardware_session0,211,1.2064182404084138
hardware_session0,212,1.7034550690517056
hardware_session0,213,1.1751863002438345
hardware_session0,214,0.7975940620438648
hardware_session0,215,0.8029731458397896
hardware_session0,216,0.35429490475135755
hardware_session0,217,0.5609485335695554
hardware_session0,218,0.37604261716543447
hardware_session0,219,0.7928092828838855
hardware_session0,220,0.8678098496614137
hardware_session0,221,1.2262745739175627
hardware_session0,222,1.2670682726173008
hardware_session0,223,0.522076182298286
hardware_session0,224,0.7885894065237747
hardware_session0,225,0.5025078737032226
hardware_session0,226,0.955102373552048
hardware_session0,227,1.5214984776955178
hardware_session0,228,1.0065135830097307
hardware_session0,229,0.8949543733606168
hardware_session0,230,0.61020072830363
hardware_session0,231,0.5008738082906491
hardware_session0,232,1.016963535852143
hardware_session0,233,0.9419407077265803
hardware_session0,234,0.7844455891280883
hardware_session0,235,1.0523240138207965
hardware_session0,236,1.4024073249525844
hardware_session0,237,0.963618520078325
hardware_session0,238,0.5749329638668051
hardware_session0,239,1.7489087346979104
hardware_session0,240,0.6975009410359518
hardware_session0,241,0.7917317507793008
hardware_session0,242,1.2492690291053
hardware_session0,243,1.0845540944667071
hardware_session0,244,0.6395255102881855
hardware_session0,245,0.8200703366548245
hardware_session0,246,0.3765644302819013
hardware_session0,247,1.1667980581775708
hardware_session0,248,0.9913315804730428
hardware_session0,249,1.4484924289909256
hardware_session0,250,1.482100678380385
hardware_session0,251,0.8826537691366954
hardware_session0,252,0.7481805497495572
hardware_session0,253,1.1830180617089563
hardware_session0,254,0.8064548988754595
hardware_session0,255,1.2035590399652212
hardware_session0,256,1.1422548712289566
hardware_session0,257,0.7829533978015011
hardware_session0,258,0.9598998265672294
hardware_session0,259,0.6665085085531164
hardware_session0,260,1.3382202712630176
hardware_session0,261,0.6014577283613687
hardware_session0,262,0.6707934171947233
hardware_session0,263,0.7097769361610443
hardware_session0,264,2.3434154009420443
hardware_session0,265,1.9111662501661217
hardware_session0,266,0.8734014397519198
hardware_session0,267,0.7487071714485705
hardware_session0,268,0.8097603248591664
hardware_session0,269,1.4496418802021007
hardware_session0,270,1.309367407919885
hardware_session0,271,0.7706893076454037
hardware_session0,272,1.7363477134072578
hardware_session0,273,0.6298807820091336
hardware_session0,274,0.6592883546267883
hardware_session0,275,1.8315812369721245
hardware_session0,276,1.3148952017862257
hardware_session0,277,1.015402465504469
hardware_session0,278,1.1053902607109356
hardware_session0,279,1.309844445722348
hardware_session0,280,0.3903521268826451
hardware_session0,281,1.1342766687361605
hardware_session0,282,0.5250673362395514
hardware_session0,283,1.1007584959518195
hardware_session0,284,1.3909220730097673
hardware_session0,285,0.6459224228384592
hardware_session0,286,1.0858911781582388
hardware_session0,287,1.0890573675135176
hardware_session0,288,0.6255943885452415
hardware_session0,289,1.0730108292837461
hardware_session0,290,1.5625563079837022
hardware_session0,291,1.6406340740258416
hardware_session0,292,0.8921875338125362
hardware_session0,293,0.8991210894224563
hardware_session0,294,1.158688860301471
hardware_session0,295,0.582043632760926
hardware_session0,296,1.0460274600902502
hardware_session0,297,0.6220341299381532
hardware_session0,298,1.0833018324982358
hardware_session0,299,2.10236311275632
hardware_session0,300,0.9005776756926145
hardware_session0,301,1.153720349120406
hardware_session0,302,1.6855476657216872
hardware_session0,303,1.2517287743268446
hardware_session0,304,0.61647051534063
hardware_session0,305,1.2934656662086825
hardware_session0,306,1.264752011524744
hardware_session0,307,1.2507069603987189
hardware_session0,308,2.0904324884516976
hardware_session0,309,0.6459374774901848
hardware_session0,310,1.5770112191182275
hardware_session0,311,0.6622510386627559
hardware_session0,312,0.608604344937444
hardware_session0,313,1.1765893978473432
hardware_session0,314,1.8450833231813495
hardware_session0,315,1.409044842579497
hardware_session0,316,2.1626561586689164
hardware_session0,317,1.582538978322365
hardware_session0,318,1.6404088762632067
hardware_session0,319,1.9762004399606006
hardware_session0,320,3.4568155036591293
hardware_session0,321,1.1652025587466641
hardware_session0,322,0.5895235231729592
hardware_session0,323,0.9082484814193725
hardware_session0,324,1.1150508752105195
hardware_session0,325,0.7571907589291719
hardware_session0,326,2.0326845286202
hardware_session0,327,0.7864239924263735
hardware_session0,328,0.6721126957275092
hardware_session0,329,0.880708346156113
hardware_session0,330,1.0263669083680742
hardware_session0,331,0.6177037416463356
hardware_session0,332,0.8903282679580895
hardware_session0,333,1.3906615720337392
hardware_session0,334,0.9595781744645814
hardware_session0,335,0.6150900486402118
hardware_session0,336,0.5317898373228449
hardware_session0,337,1.5809203802256644
hardware_session0,338,1.9471659916863018
hardware_session0,339,0.6357215272952681
hardware_session0,340,0.589654896199101
hardware_session0,341,1.775957079655478
hardware_session0,342,1.3553967148897137
hardware_session0,343,2.0068338969640975
hardware_session0,344,0.33471888436046693
hardware_session0,345,0.7192551859424118
hardware_session0,346,0.5345991273027322
hardware_session0,347,0.7107567850753396
hardware_session0,348,0.8817285805646768
hardware_session0,349,1.2049687495705392
hardware_session0,350,1.7591970369883851
hardware_session0,351,0.7798294009889455
hardware_session0,352,0.7948656047594991
hardware_session0,353,1.1038840058760875
hardware_session0,354,1.2323963014927963
hardware_session0,355,1.1030479815810175
hardware_session0,356,1.4586406243808534
hardware_session0,357,1.292054401301719
hardware_session0,358,1.6968697527239414
hardware_session0,359,0.8007245985082112
hardware_session0,360,0.8272090851215884
hardware_session0,361,1.3435314716961464
hardware_session0,362,1.4474238419805727
hardware_session0,363,1.836773744452219
hardware_session0,364,1.0253653825427727
hardware_session0,365,0.729188995066365
hardware_session0,366,0.7009456613632173
hardware_session0,367,1.2041593486537456
hardware_session0,368,0.9702672959541568
hardware_session0,369,0.8200835424093426
hardware_session0,370,0.8739888439293495
hardware_session0,371,0.6952734670876655
hardware_session0,372,0.5022732420035955
hardware_session0,373,1.158916774378951
hardware_session0,374,1.133079914747743
hardware_session0,375,0.7725344516814527
hardware_session0,376,1.5808462632623457
hardware_session0,377,0.4030940293371145
hardware_session0,378,1.225656870312899
hardware_session0,379,0.9999458060289044
hardware_session0,380,1.5054476523246236
hardware_session0,381,0.7739707029111331
hardware_session0,382,0.846420002708213
hardware_session0,383,1.7819353198785417
hardware_session0,384,1.2344465454786377
hardware_session0,385,0.9198122602665135
hardware_session0,386,0.7393312729545668
hardware_session0,387,1.543778847724463
hardware_session0,388,0.8158929426399997
hardware_session0,389,0.5756594486689709
hardware_session0,390,1.0676518201554945
hardware_session0,391,0.632135767072473
hardware_session0,392,1.9236614413562156
hardware_session0,393,1.2372224046676135
hardware_session0,394,1.0894746881975919
hardware_session0,395,0.37764566919441384
hardware_session0,396,1.6202182474228743
hardware_session0,397,1.5286942542682096
hardware_session0,398,1.004056412217036
hardware_session0,399,0.7829981405618347
hardware_session0,400,0.8290597692178304
hardware_session0,401,0.6861320810523427
hardware_session0,402,0.6739639802555788
hardware_session0,403,0.5189944032703858
hardware_session0,404,0.9129629796822778
hardware_session0,405,0.9804543355386461
hardware_session0,406,1.2342081495238209
hardware_session0,407,1.792200802576955
hardware_session0,408,1.0946051445443594
hardware_session0,409,0.7672026679718807
hardware_session0,410,0.8511813200798931
hardware_session0,411,0.9707676733089923
hardware_session0,412,0.5223806454380043
hardware_session0,413,1.2097275584741667
hardware_session0,414,1.389300223971725
hardware_session0,415,0.6638208516204949
hardware_session0,416,0.773977479243584
hardware_session0,417,1.200600843649429
hardware_session0,418,1.557349372708296
hardware_session0,419,1.2782071139859479
hardware_session0,420,0.7579307490399976
hardware_session0,421,2.3171421404313572
hardware_session0,422,1.394798375191027
hardware_session0,423,1.3905864267648242
hardware_session0,424,1.0811199636692528
hardware_session0,425,0.6797140296627564
hardware_session0,426,1.1166660913269966
hardware_session0,427,1.5459301328526052
hardware_session0,428,1.0587724721559284
hardware_session0,429,0.6676680042821059
hardware_session0,430,0.72200196318172
hardware_session0,431,1.2767244185655553
hardware_session0,432,0.40504418484215743
hardware_session0,433,0.5257426216961811
hardware_session0,434,1.267690490475442
hardware_session0,435,1.1633644225658555
hardware_session0,436,0.8448419894495182
hardware_session0,437,0.8935550775869712
hardware_session0,438,0.9094855588827879
hardware_session0,439,1.3528507856275491
hardware_session0,440,0.6142770639177264
hardware_session0,441,1.0482361433283334
hardware_session0,442,1.5708712468282127
hardware_session0,443,1.4284559603468574
hardware_session0,444,1.3717279129199738
hardware_session0,445,1.2485696937544948
hardware_session0,446,0.7472266596501681
hardware_session0,447,0.9507749253410899
hardware_session0,448,1.99665820452585
hardware_session0,449,0.9848111299752734
hardware_session0,450,0.6385946275675907
hardware_session0,451,2.448205792170567
hardware_session0,452,0.9770716019642729
hardware_session0,453,1.3237736381662195
hardware_session0,454,1.277476564159339
hardware_session0,455,0.6020545200736392
hardware_session0,456,1.2488333288767435
hardware_session0,457,0.6003828049290214
hardware_session0,458,0.5766488806316867
hardware_session0,459,1.1914104525023606
hardware_session0,460,1.6596799432397726
hardware_session0,461,0.8205938749182984
hardware_session0,462,0.8102201446042294
hardware_session0,463,1.6071223389022218
hardware_session0,464,1.622866971521976
hardware_session0,465,2.3605939269373186
hardware_session0,466,0.44899108027221074
hardware_session0,467,0.659190336555519
hardware_session0,468,0.5230124179858882
hardware_session0,469,1.296315422211994
hardware_session0,470,0.7941118346625967
hardware_session0,471,0.656815299523417
hardware_session0,472,2.0909958513250033
hardware_session0,473,1.5906425367714174
hardware_session0,474,0.6347594610536329
hardware_session0,475,0.6080098449660627
hardware_session0,476,0.6587457121594152
hardware_session0,477,1.1092263351685063
hardware_session0,478,1.2019962164152949
hardware_session0,479,1.4887432065441661
hardware_session0,480,1.3155129021106893
hardware_session0,481,1.2260586326986858
hardware_session0,482,0.8031069584163676
hardware_session0,483,0.8032121935304842
hardware_session0,484,1.150221483845824
hardware_session0,485,0.7093050973053039
hardware_session0,486,0.6991764678244606
hardware_session0,487,1.6742409062268104
hardware_session0,488,0.8492251918205711
hardware_session0,489,0.4657853475762481
hardware_session0,490,0.48243916733453607
hardware_session0,491,0.7996453795061285
hardware_session0,492,1.7541103546557995
hardware_session0,493,0.7356782069417842
hardware_session0,494,1.310563679443077
hardware_session0,495,0.6359816635479085
hardware_session0,496,1.003705614966105
hardware_session0,497,0.949615021273068
hardware_session0,498,0.7565649681506936
hardware_session0,499,1.83434228163173
hardware_session0,500,2.6439353738484415
hardware_session0,501,0.5570274472786225
hardware_session0,502,1.751563887618841
hardware_session0,503,0.839954697685027
hardware_session0,504,0.4814531402224167
hardware_session0,505,1.2214422416322777
hardware_session0,506,1.32946177309402
hardware_session0,507,1.1942023870103189
hardware_session0,508,0.7392243968522639
hardware_session0,509,0.6615880824286562
hardware_session0,510,1.5282498638624844
hardware_session0,511,1.4505797147170596
hardware_session0,512,0.4808652564362566
hardware_session0,513,0.8725600274142417
hardware_session0,514,1.9261615572374688
hardware_session0,515,0.5277598939578055
hardware_session0,516,0.9462965217621023
hardware_session0,517,0.4476048421137231
hardware_session0,518,1.150303030999123
hardware_session0,519,0.9550682739820229
hardware_session0,520,0.5160490715260871
hardware_session0,521,0.5554234279255948
hardware_session0,522,0.9656801201582543
hardware_session0,523,0.5610643533180297
hardware_session0,524,0.6901238664293182
hardware_session0,525,0.9791462182548362
hardware_session0,526,1.9384492807325082
hardware_session0,527,0.5659965641103111
hardware_session0,528,1.096854877585592
hardware_session0,529,1.409728194741512
hardware_session0,530,1.094769324393755
hardware_session0,531,1.4060919676094645
hardware_session0,532,1.6345934917822316
hardware_session0,533,1.2120493459807358
hardware_session0,534,0.7924411833770082
hardware_session0,535,1.361405596626371
hardware_session0,536,1.4253777832412016
hardware_session0,537,1.3121246790211316
hardware_session0,538,0.4695004036081384
hardware_session0,539,0.6662133196025701
hardware_session0,540,0.6244926786330675
hardware_session0,541,1.9076602009184263
hardware_session0,542,1.8674050159957085
hardware_session0,543,1.4241829634478362
hardware_session0,544,0.9103029146309226
hardware_session0,545,0.952934938084894
hardware_session0,546,1.1319341353593226
hardware_session0,547,1.0396279006199967
hardware_session0,548,1.5650075055363248
hardware_session0,549,0.8325161257125556
hardware_session0,550,0.8879570438259643
hardware_session0,551,1.1068752557506831
hardware_session0,552,1.169024975878433
hardware_session0,553,0.7683110178426388
hardware_session0,554,0.7096644458133152
hardware_session0,555,0.8306782635636127
hardware_session0,556,1.1425861538700905
hardware_session0,557,1.064237154760041
hardware_session0,558,0.49877515658565985
hardware_session0,559,0.9893575330491475
hardware_session0,560,0.8264539742386086
hardware_session0,561,1.2166157556266977
hardware_session0,562,0.9630332437813347
hardware_session0,563,0.9792016694017212
hardware_session0,564,0.7950799497700175
hardware_session0,565,1.5082250103613388
hardware_session0,566,1.8698495454228816
hardware_session0,567,0.9811928451929838
hardware_session0,568,1.0120420876471534
hardware_session0,569,0.610979134235322
hardware_session0,570,0.9998367774651695
hardware_session0,571,0.5917298316669868
hardware_session0,572,1.3986530178203913
hardware_session0,573,1.5003086899689724
hardware_session0,574,1.37677665192109
hardware_session0,575,1.3948472685689544
hardware_session0,576,1.4383983756704741
hardware_session0,577,2.1602154626496883
hardware_session0,578,1.4813946768663977
hardware_session0,579,1.2209217307757765
hardware_session0,580,2.2082803822638226
hardware_session0,581,1.5806543277703438
hardware_session0,582,0.6741756678402983
hardware_session0,583,1.1091281085328917
hardware_session0,584,1.1719952372215314
hardware_session0,585,1.9490767646549192
hardware_session0,586,1.6907118644861725
hardware_session0,587,1.4769180116469804
hardware_session0,588,1.2945434594890097
hardware_session0,589,0.9169309319449991
hardware_session0,590,0.47525504057095314
hardware_session0,591,0.8036508081041098
hardware_session0,592,0.5455405484226925
hardware_session0,593,0.7340508523989823
hardware_session0,594,0.9427321738004958
hardware_session0,595,0.7374193645088325
hardware_session0,596,0.5744755431356574
hardware_session0,597,1.4984953074151344
hardware_session0,598,2.8648173534595824
hardware_session0,599,0.45949067003634336
hardware_session0,600,0.8743659583390181
hardware_session0,601,1.1130296443625343
hardware_session0,602,0.9354265760489481
hardware_session0,603,0.72724475311866
hardware_session0,604,0.31604292877031087
hardware_session0,605,0.9883716141375487
hardware_session0,606,1.2078934093639389
hardware_session0,607,0.8097069224298593
hardware_session0,608,0.8862978352437705
hardware_session0,609,1.673828954955411
hardware_session0,610,0.7682950869319614
hardware_session0,611,1.691881198729239
hardware_session0,612,1.1712018601983416
hardware_session0,613,1.5834568090555254
hardware_session0,614,1.2310112595252387
hardware_session0,615,1.0789954055162378
hardware_session0,616,0.5948259608453408
hardware_session0,617,0.49086768996574714
hardware_session0,618,0.8478072788506612
hardware_session0,619,1.3642391188397687
hardware_session0,620,1.5840901152788405
hardware_session0,621,0.4889878010203273
hardware_session0,622,1.5139111164996906
hardware_session0,623,0.746144410256163
hardware_session0,624,1.3758334194671
hardware_session0,625,1.5488430124428552
hardware_session0,626,2.2459304817472088
hardware_session0,627,1.8254141623111542
hardware_session0,628,1.2297109766055165
hardware_session0,629,1.096619543773573
hardware_session0,630,1.0046972942238626
hardware_session0,631,1.5298778658936396
hardware_session0,632,0.5778994868172046
hardware_session0,633,1.4791298911348674
hardware_session0,634,0.7666471401918812
hardware_session0,635,1.1610180113574045
hardware_session0,636,2.0468347923005035
hardware_session0,637,1.2020630008238917
hardware_session0,638,0.6674673285377026
hardware_session0,639,1.7474470091819563
hardware_session0,640,0.8660796120463136
hardware_session0,641,1.811158855775421
hardware_session0,642,1.3277178698475836
hardware_session0,643,1.7706921335682149
hardware_session0,644,0.32921148755676055
hardware_session0,645,0.6461410430899688
hardware_session0,646,1.324879155948574
hardware_session0,647,1.0054908009456045
hardware_session0,648,0.4977343155735597
hardware_session0,649,1.1953240553397306
hardware_session0,650,1.032467641094796
hardware_session0,651,1.6223648298256546
hardware_session0,652,1.4960981696403137
hardware_session0,653,1.765390731843885
hardware_session0,654,0.8699369675361064
hardware_session0,655,0.8687106075498415
hardware_session0,656,0.7801982646714968
hardware_session0,657,0.4853722674547282
hardware_session0,658,1.3771945397517755
hardware_session0,659,2.106513796107295
hardware_session0,660,1.1479269815237094
hardware_session0,661,0.38435527583960816
hardware_session0,662,0.7997398259881595
hardware_session0,663,0.8592596735713802
hardware_session0,664,1.259562238240442
hardware_session0,665,0.6013782860442911
hardware_session0,666,0.7517332702930294
hardware_session0,667,1.097465078610684
hardware_session0,668,0.6127787106908699
hardware_session0,669,1.5782040317970318
hardware_session0,670,1.8956671377903593
hardware_session0,671,0.7404099870324113
hardware_session0,672,1.1913416040273628
hardware_session0,673,0.5396751646473471
hardware_session0,674,1.2478475735527619
hardware_session0,675,1.8517791977592022
hardware_session0,676,1.3600177763491377
hardware_session0,677,2.780546981554229
hardware_session0,678,0.7060895882306593
hardware_session0,679,1.169608050033115
hardware_session0,680,0.9069494437201147
hardware_session0,681,1.4598956221701906
hardware_session0,682,1.451285944904676
hardware_session0,683,0.6424998062940896
hardware_session0,684,0.8686573006423608
hardware_session0,685,1.260715628769251
hardware_session0,686,1.8465052709287821
hardware_session0,687,1.9150718218846585
hardware_session0,688,0.6420848366171417
hardware_session0,689,1.8303543354619523
hardware_session0,690,0.9597385678801339
hardware_session0,691,1.994370394787913
hardware_session0,692,0.7120376370514264
hardware_session0,693,0.5764397447763987
hardware_session0,694,1.2089538344664204
hardware_session0,695,0.6236110764955777
hardware_session0,696,1.3377245964223428
hardware_session0,697,1.3196096322446815
hardware_session0,698,2.412795065634335
hardware_session0,699,1.2715604444789534
hardware_session0,700,0.6501984225059362
hardware_session0,701,1.2802167359990495
hardware_session0,702,0.7627201798438763
hardware_session0,703,0.548292056712505
hardware_session0,704,1.3847016417506655
hardware_session0,705,0.7511636001292695
hardware_session0,706,1.0720883377681245
hardware_session0,707,0.8303108491068129
hardware_session0,708,0.6968563458423321
hardware_session0,709,1.1169060585264552
hardware_session0,710,2.216902873270159
hardware_session0,711,0.9463440399609517
hardware_session0,712,0.3999610221825543
hardware_session0,713,0.9434381143565929
hardware_session0,714,1.2835235875056503
hardware_session0,715,1.2483077105899711
hardware_session0,716,0.9062465759594532
hardware_session0,717,0.666228168099948
hardware_session0,718,0.6192598234076131
hardware_session0,719,0.8302414193786838
hardware_session0,720,0.5294170613336527
hardware_session0,721,0.9879418943040189
hardware_session0,722,1.026976866519265
hardware_session0,723,0.5687995523763641
hardware_session0,724,0.815212685044185
hardware_session0,725,0.8017655329365585
hardware_session0,726,1.6646106030086627
hardware_session0,727,0.837489951212537
hardware_session0,728,0.5509480209426317
hardware_session0,729,1.2078585708873892
hardware_session0,730,0.41616214555763387
hardware_session0,731,0.5700729502195401
hardware_session0,732,0.7138952944508784
hardware_session0,733,0.8356221221643628
hardware_session0,734,1.4043506541147248
hardware_session0,735,0.8111565487929817
hardware_session0,736,1.337536137714483
hardware_session0,737,0.49290371778978687
hardware_session0,738,1.1702158477055988
hardware_session0,739,0.4505037891839696
hardware_session0,740,1.1703897639719287
hardware_session0,741,1.3103714089624527
hardware_session0,742,0.4445634422186271
hardware_session0,743,0.6647200649742053
hardware_session0,744,2.203182402736503
hardware_session0,745,0.6949852755793454
hardware_session0,746,1.3025991458889272
hardware_session0,747,0.8991888567312205
hardware_session0,748,0.7449995046990643
hardware_session0,749,0.5822725911505041
hardware_session0,750,0.8632708903622149
hardware_session0,751,0.7072570147913088
hardware_session0,752,0.7075879956212391
hardware_session0,753,1.098546183019834
hardware_session0,754,1.4756097411255458
hardware_session0,755,0.6101908077098306
hardware_session0,756,0.6712943889880718
hardware_session0,757,2.4422948372887334
hardware_session0,758,1.8669443350765638
hardware_session0,759,1.3036454538918993
hardware_session0,760,0.7572336994334103
hardware_session0,761,1.5428502735548406
hardware_session0,762,1.946471837124776
hardware_session0,763,1.1205861076963466
hardware_session0,764,1.8599177014139447
hardware_session0,765,1.5337309604219458
hardware_session0,766,1.0867337667039076
hardware_session0,767,0.5828943416406742
hardware_session0,768,1.0076991236036863
hardware_session0,769,1.374858688967855
hardware_session0,770,1.3045052187554562
hardware_session0,771,0.9467040414859853
hardware_session0,772,0.5334209354924312
hardware_session0,773,1.4279521370645114
hardware_session0,774,1.1629752812748677
hardware_session0,775,0.5630981204964495
hardware_session0,776,0.7066099064860644
hardware_session0,777,0.6573914266140363
hardware_session0,778,0.466489617161941
hardware_session0,779,1.0067449952535144
hardware_session0,780,1.7447644698775489
hardware_session0,781,1.118688898433501
hardware_session0,782,0.7944399000528669
